,tweet,tweet,location,Unnamed: 0.1,Confirmed
225,easter two thousand and twenty safe people play safe amp stay home this corona virus real dont forget true meaning easter quarantine easter2020 stayhome heisrisen little fall new jersey,,,,
226,covid19 corona two thousand and twenty quarantine stayhome stayhealthy charlotte north carolina,,,,
227,nation groove stayinghome funk alonetogether da corona covid nineteen north carolina,,,,
228,easter lamp chop easter corona lambchop fhjerk island vybes kitchen fh jerk,,,,
229,celebrating easter corona virus style lakeview east chicago,,,,
230,don ' judge me champagne taste beer pocket book home beer corona heineken redstripe greenmount guilford greenacresinguilford eastersunday easter easterbunny green acre guilford,,,,
231,hotnigga entrepreneur baltimore maskup stayhome quarantine betterlife corona mask maryland livesmart thebestatit baltimore maryland,,,,
232,family yours risen easter heisrisen resurrectionday covid corona quarantine montana,,,,
233,`` my latest post ' utilitypole rust green staple corona pixel3xl pixel iger instagram gram nature new orleans louisiana,,,,
234,corona blue jazz funk rnb grownfolkmusic smithsonian national museum african american history culture,,,,
235,happy easter redeemer life easter easterdecor easterathome corona prospecthillinn quarantinelife tablescapechallenge prospect hill inn amp restaurant,,,,
236,sure missing baseball thank firelands athletic booster seniors2020 baseball corona nothowthiswassupposedtogo firelands high school,,,,
237,livestreammusic frankb attempting show corona rock folk,,,,
238,corona djtsalt djtsaltt tiktokdance memphis tennessee,,,,
239,talking hand good know trust real wilson corona castaway tomhanks solo trust conversation atlanta georgia,,,,
240,mask llalladesigns sewing corona handcrafted embroidery pfaff projectbags pompoms domore2020 graceandkindness mask stayhome lla lla design,,,,
241,coronaressurection stayhome homesweethome lockdown staycation corona covid holy land,,,,
242,april2020 stayhome corona covid19 texana plantation richmond,,,,
