,0
143,0.0
144,0.5
145,0.290625
146,0.15000000000000002
147,0.0
148,0.5
149,0.0
150,0.3055555555555556
151,-0.14583333333333334
152,0.05000000000000001
153,0.3
154,0.05
155,0.0
156,0.35
157,0.0
158,-0.05000000000000002
159,0.0
160,0.0
161,0.5136363636363637
162,0.25
163,0.0
164,0.175
165,-0.4
166,0.0
167,0.2285714285714286
168,0.0
169,0.128125
170,0.0
171,-0.05
172,0.3875
173,-0.0625
174,0.5
175,0.6
176,-0.4
177,0.0
178,0.0
179,0.09659090909090907
180,0.35
181,0.0
182,0.5
183,0.0
184,-0.19609375000000004
185,0.8
186,-0.05
187,0.0
188,0.2
189,0.2041666666666667
190,0.5333333333333333
191,-0.31666666666666665
192,0.13636363636363635
193,0.26666666666666666
194,0.26666666666666666
195,0.0
196,0.0
197,-0.625
198,0.26666666666666666
199,0.0
200,-0.016666666666666673
201,0.0
202,0.0
203,0.4
204,0.0
205,0.4142857142857143
206,0.1
207,0.3
208,-0.06666666666666668
209,0.6000000000000001
210,0.0
211,-0.06666666666666668
212,-0.06666666666666668
213,0.0
214,0.03571428571428571
215,0.5
216,-0.25
217,-0.06666666666666668
218,-0.06666666666666668
219,-0.06666666666666668
220,0.25
221,0.4
222,0.11428571428571432
223,-0.1
224,0.0
225,0.0
226,-0.06666666666666668
227,0.0
228,-0.06666666666666668
229,-0.06666666666666668
230,0.205
231,0.8
232,-0.06666666666666668
233,0.055000000000000014
234,0.0
235,-0.06666666666666668
236,0.0
237,0.0
238,-0.06666666666666668
239,-0.06666666666666668
240,-0.06666666666666668
241,-0.1
242,0.0
243,-0.1
244,0.0
245,0.13333333333333333
246,-0.06666666666666668
247,0.5
248,0.0
249,-0.1
250,0.375
251,-0.06666666666666668
252,-0.06666666666666668
253,0.25
254,0.3533333333333333
255,-0.2110606060606061
256,-0.1
257,1.0
258,0.6
259,-0.06666666666666668
260,0.21666666666666667
261,-0.06666666666666668
262,0.0
263,0.0
264,-0.0044444444444444505
265,0.8
266,0.6666666666666666
267,0.75
268,0.0
269,0.0
270,0.0
271,0.5111111111111112
272,0.29
273,0.65
274,0.0
275,-0.06666666666666668
276,0.0
277,0.2597727272727273
278,0.0
279,0.5
280,0.058333333333333334
281,-0.2458333333333333
282,0.0
283,0.4
284,0.14444444444444446
285,-0.07500000000000001
286,0.0
287,0.696484375
288,0.4520833333333333
289,0.0
290,0.6466517857142857
291,0.05952380952380953
292,0.42424242424242414
293,0.4888888888888889
294,0.13636363636363635
295,0.375
296,0.13636363636363635
297,0.0
298,-0.23214285714285715
299,0.0
300,0.0
301,0.0
302,0.2537878787878788
303,-0.15625
304,0.425
305,0.11212121212121214
306,0.0
307,0.0
308,-0.25
309,0.0
310,0.0
311,0.5
312,0.0
313,0.8
314,0.5
315,0.15
316,1.0
317,0.4
318,0.2
319,0.0
320,-0.2
321,-0.07291666666666666
322,0.8
323,1.0
324,0.0
325,0.65
326,-0.1953125
327,0.3
328,0.1359375
329,0.6166666666666667
330,0.655
331,0.1
332,0.14545454545454545
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.13636363636363635
340,0.0
341,0.13636363636363635
342,0.0
343,0.29097222222222224
344,0.125
345,0.3125
346,0.6208333333333333
347,-0.125
348,0.8
349,-0.125
350,0.3
351,0.0
352,0.2
353,0.2
354,0.3333333333333333
355,0.35
356,1.0
357,0.05625
358,0.15
359,0.5
360,0.0
361,0.0
362,0.1787878787878788
363,0.15
364,0.08
365,-0.2
366,0.375
367,0.075
368,0.04642857142857143
369,-0.1
370,0.15
371,1.0
372,0.0
373,0.0
374,-0.03787878787878788
375,0.15000000000000002
376,0.16818181818181818
377,0.1
378,0.0
379,0.0
380,0.0
381,0.5375
382,0.15416666666666667
383,0.0
384,0.04545454545454545
385,-0.1
386,0.0
387,-0.1
388,0.4
389,0.15333333333333332
390,0.0
391,0.2
392,0.6666666666666666
393,0.0
394,0.0
395,0.0
396,0.13636363636363635
397,0.5
398,0.45
399,0.0
400,0.5
401,0.2426136363636364
402,0.0
403,0.3083333333333333
404,0.27625621448863635
405,0.1025
406,0.5333333333333333
407,0.13636363636363635
408,0.0
409,0.30000000000000004
410,0.0
411,-0.1625
412,-0.06666666666666668
413,0.6
414,-0.06666666666666668
415,-0.06666666666666668
416,0.0
417,-0.06666666666666668
418,-0.06666666666666668
419,0.1452020202020202
420,0.125
421,-0.06666666666666668
422,-0.1
423,-0.06666666666666668
424,-0.06666666666666668
425,0.04166666666666666
426,-0.06666666666666668
427,0.0
428,-0.06666666666666668
429,-0.06666666666666668
430,-0.06666666666666668
431,-0.06666666666666668
432,-0.06666666666666668
433,-0.1
434,0.0
435,-0.08181818181818183
436,0.0
437,-0.06666666666666668
438,0.0
439,-0.1
440,0.65
441,-0.06666666666666668
442,-0.1
443,0.1
444,-0.06666666666666668
445,-0.06666666666666668
446,0.65
447,0.5599999999999999
448,-0.1
449,-0.06666666666666668
450,-0.2
451,0.45
452,-0.06666666666666668
453,1.0
454,-0.06666666666666668
455,-0.06666666666666668
456,1.0
457,0.3875000000000001
458,0.75
459,0.0
460,0.0
461,0.75
462,0.2333333333333333
463,0.08333333333333333
464,0.0
465,1.0
466,0.425
467,0.0
468,0.2134469696969697
469,0.3
470,0.8
471,0.0
472,0.2761904761904762
473,0.5
474,0.0
475,-0.06666666666666668
476,-0.1
477,-0.06666666666666668
478,-0.06666666666666668
479,-0.06666666666666668
480,-0.06666666666666668
481,-0.06666666666666668
482,-0.06666666666666668
483,-0.06666666666666668
484,-0.06666666666666668
485,0.125
486,-0.06666666666666668
487,-0.06666666666666668
488,-0.06666666666666668
489,-0.06666666666666668
490,-0.06666666666666668
491,0.0
492,-0.1
493,-0.06666666666666668
494,-0.1
495,-0.06666666666666668
496,-0.06666666666666668
497,-0.06666666666666668
498,-0.06666666666666668
499,-0.06666666666666668
500,0.6083333333333333
501,0.8
502,0.78125
503,0.8
504,0.2575757575757576
505,0.0
506,0.0
507,0.0
508,-0.06666666666666668
509,0.3481481481481481
510,-0.041666666666666664
511,0.6
512,0.0
513,0.2928571428571428
514,0.11666666666666667
515,0.0
516,0.0
517,0.0
518,0.0
519,0.5048611111111111
520,-0.10714285714285716
521,0.5551948051948051
522,0.0
523,0.0
524,0.2
525,0.0
526,0.7
527,-0.1171875
528,-0.01323051948051948
529,0.4588068181818182
530,0.04603174603174602
531,0.0
532,0.14285714285714288
533,0.25416666666666665
534,1.0
535,0.3181818181818182
536,0.0
537,-0.5
538,0.0
539,0.0
540,0.14727272727272728
541,0.375
542,0.0
543,0.655
544,0.1
545,0.14545454545454545
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.13636363636363635
553,0.0
554,0.13636363636363635
555,0.0
556,0.29097222222222224
557,0.125
558,0.3125
559,0.6208333333333333
560,-0.125
561,0.8
562,-0.125
563,0.3
564,0.0
565,0.2
566,0.2
567,0.3333333333333333
568,0.35
569,1.0
570,0.05625
571,0.15
572,0.5
573,0.0
574,0.0
575,0.1787878787878788
576,0.15
577,0.08
578,-0.2
579,0.375
580,0.075
581,0.04642857142857143
582,-0.1
583,0.15
584,1.0
585,0.0
586,0.0
587,-0.03787878787878788
588,0.15000000000000002
589,0.16818181818181818
590,0.1
591,0.0
592,0.0
593,0.0
594,0.5375
595,0.15416666666666667
596,0.0
597,0.04545454545454545
598,-0.1
599,0.0
600,-0.1
601,0.4
602,0.15333333333333332
603,0.0
604,0.2
605,0.6666666666666666
606,0.0
607,0.0
608,0.0
609,0.13636363636363635
610,0.5
611,0.45
612,0.0
613,0.5
614,0.2426136363636364
615,0.0
616,0.3083333333333333
617,0.27625621448863635
618,0.1025
619,0.5333333333333333
620,0.13636363636363635
621,0.0
622,0.30000000000000004
623,0.0
624,-0.1625
625,-0.06666666666666668
626,0.6
627,-0.06666666666666668
628,-0.06666666666666668
629,0.0
630,-0.06666666666666668
631,-0.06666666666666668
632,0.1452020202020202
633,0.125
634,-0.06666666666666668
635,-0.1
636,-0.06666666666666668
637,-0.06666666666666668
638,0.04166666666666666
639,-0.06666666666666668
640,0.0
641,-0.06666666666666668
642,-0.06666666666666668
643,-0.06666666666666668
644,-0.06666666666666668
645,-0.06666666666666668
646,-0.1
647,0.0
648,-0.08181818181818183
649,0.0
650,-0.06666666666666668
651,0.0
652,-0.1
653,0.65
654,-0.06666666666666668
655,-0.1
656,0.1
657,-0.06666666666666668
658,-0.06666666666666668
659,0.65
660,0.5599999999999999
661,-0.1
662,-0.06666666666666668
663,-0.2
664,0.45
665,-0.06666666666666668
666,1.0
667,-0.06666666666666668
668,-0.06666666666666668
669,1.0
670,0.3875000000000001
671,0.75
672,0.0
673,0.0
674,0.75
675,0.2333333333333333
676,0.08333333333333333
677,0.0
678,1.0
679,0.425
680,0.0
681,0.2134469696969697
682,0.3
683,0.8
684,0.0
685,0.2761904761904762
686,0.5
687,0.0
688,-0.06666666666666668
689,-0.1
690,-0.06666666666666668
691,-0.06666666666666668
692,-0.06666666666666668
693,-0.06666666666666668
694,-0.06666666666666668
695,-0.06666666666666668
696,-0.06666666666666668
697,-0.06666666666666668
698,0.125
699,-0.06666666666666668
700,-0.06666666666666668
701,-0.06666666666666668
702,-0.06666666666666668
703,-0.06666666666666668
704,0.0
705,-0.1
706,-0.06666666666666668
707,-0.1
708,-0.06666666666666668
709,-0.06666666666666668
710,-0.06666666666666668
711,-0.06666666666666668
712,-0.06666666666666668
713,0.6083333333333333
714,0.8
715,0.78125
716,0.8
717,0.2575757575757576
718,0.0
719,0.0
720,0.0
721,-0.06666666666666668
722,0.3481481481481481
723,-0.041666666666666664
724,0.6
725,0.0
726,0.2928571428571428
727,0.11666666666666667
728,0.0
729,0.0
730,0.0
731,0.0
732,0.5048611111111111
733,-0.10714285714285716
734,0.5551948051948051
735,0.0
736,0.0
737,0.2
738,0.0
739,0.7
740,-0.1171875
741,-0.01323051948051948
742,0.4588068181818182
743,0.04603174603174602
744,0.0
745,0.14285714285714288
746,0.25416666666666665
747,1.0
748,0.3181818181818182
749,0.0
750,-0.5
751,0.0
752,0.0
753,0.14727272727272728
754,0.375
755,0.0
756,-0.2
757,-0.1153846153846154
758,0.5
759,0.4666666666666666
760,0.3
761,0.060269360269360264
762,0.0
763,0.6
764,0.23863636363636365
765,-0.04166666666666666
766,0.0
767,0.7
768,-0.4
769,0.46
770,-0.06666666666666668
771,-0.1
772,-0.06666666666666668
773,-0.06666666666666668
774,0.0
775,-0.875
776,-0.06666666666666668
777,-0.06666666666666668
778,-0.06666666666666668
779,-0.06666666666666668
780,-0.06666666666666668
781,-0.06666666666666668
782,-0.06666666666666668
783,-0.06666666666666668
784,0.0
785,-0.06666666666666668
786,-0.06666666666666668
787,-0.06666666666666668
788,0.0
789,-0.1
790,-0.016666666666666663
791,-0.016666666666666663
792,0.0
793,-0.06666666666666668
794,-0.1
795,0.5333333333333333
796,-0.06666666666666668
797,-0.06666666666666668
798,-0.06666666666666668
799,0.5333333333333333
800,-0.06666666666666668
801,-0.06666666666666668
802,0.5333333333333333
803,0.5
804,0.8
805,0.6000000000000001
806,0.0
807,-0.06666666666666668
808,0.0
809,0.16
810,0.5
811,0.5700000000000001
812,0.1
813,0.625
814,0.0
815,0.7
816,0.475
817,0.175
818,0.0
819,0.5
820,0.06000000000000001
821,0.375
822,0.512890625
823,0.006250000000000006
824,-0.06666666666666668
825,-0.1
826,0.25
827,-0.16666666666666666
828,0.0
829,-0.06666666666666668
830,-0.06666666666666668
831,-0.06666666666666668
832,-1.0
833,0.0
834,-0.06666666666666668
835,-0.06666666666666668
836,-0.06666666666666668
837,0.06818181818181818
838,-0.06666666666666668
839,-0.06666666666666668
840,-0.06666666666666668
841,-0.06666666666666668
842,0.0
843,-0.06666666666666668
844,-0.06666666666666668
845,-0.1
846,0.0
847,-0.5
848,-0.06666666666666668
849,0.2158203125
850,-0.06666666666666668
851,-0.06666666666666668
852,-0.06666666666666668
853,-0.06666666666666668
854,-0.06666666666666668
855,0.43806818181818186
856,-0.125
857,0.41818181818181815
858,-0.06666666666666668
859,0.125
860,0.0
861,0.0
862,-0.35
863,0.0
864,0.2
865,0.0
866,0.0
867,-0.2375
868,0.022222222222222213
869,-0.06666666666666668
870,-0.03333333333333335
871,0.2738095238095238
872,0.4590625
873,0.25
874,0.171875
875,0.43333333333333335
876,-0.25
877,0.0
878,1.0
879,0.4
880,0.0
881,0.0
882,-0.06666666666666668
883,0.0
884,0.0
885,-0.1
886,-0.06666666666666668
887,0.10714285714285714
888,0.0
889,-0.06666666666666668
890,-0.06666666666666668
891,0.35
892,-0.06666666666666668
893,0.5666666666666667
894,0.244140625
895,-0.06666666666666668
896,-0.06666666666666668
897,-0.06666666666666668
898,0.175
899,-0.06666666666666668
900,0.0
901,0.13636363636363635
902,-0.06666666666666668
903,-0.06666666666666668
904,-0.012500000000000013
905,-0.06666666666666668
906,-0.06666666666666668
907,-0.06666666666666668
908,0.0
909,-0.1
910,0.033333333333333326
911,0.0
912,-0.06666666666666668
913,-0.054209576231060604
914,0.2416666666666667
915,0.0
916,-0.06666666666666668
917,-0.06666666666666668
918,-0.0375
919,-0.06666666666666668
920,0.0
921,-0.06666666666666668
922,0.75
923,-0.06666666666666668
924,-0.06666666666666668
925,0.15625
926,0.0
927,0.0
928,0.2523809523809524
929,0.0
930,0.4
931,0.12333333333333332
932,0.0
933,0.12333333333333332
934,0.0
935,-0.06666666666666668
936,-0.45
937,0.4
938,-0.30000000000000004
939,0.0
940,0.0
941,0.0
942,0.0
943,0.45
944,0.0
945,0.011111111111111113
946,-0.13333333333333333
947,0.2
948,0.45
949,1.0
950,0.2857142857142857
951,0.0
952,0.1875
953,0.25
954,0.205
955,0.0
956,0.0
957,0.06818181818181818
958,0.3636363636363637
959,0.125
960,0.4
961,-0.06666666666666668
962,0.5
963,0.2
964,-0.1
965,0.18547619047619046
966,0.06818181818181818
967,-0.06666666666666668
968,0.0
969,0.0
970,-0.06666666666666668
971,0.0
972,-0.06666666666666668
973,-0.06666666666666668
974,-0.06666666666666668
975,0.0
976,-0.06666666666666668
977,-0.1875
978,0.0
979,0.5
980,-0.06666666666666668
981,-0.06666666666666668
982,-0.06666666666666668
983,-0.02500000000000001
984,0.35
985,-0.06666666666666668
986,-0.06666666666666668
987,-0.06666666666666668
988,-0.06666666666666668
989,-0.1
990,0.175
991,0.0
992,-0.09499999999999996
993,-0.05965909090909091
994,0.475
995,-0.09375
996,-0.06666666666666668
997,-0.06666666666666668
998,-0.06666666666666668
999,-0.06666666666666668
1000,0.09642857142857142
1001,-0.06666666666666668
1002,0.3
1003,0.0
1004,-0.06666666666666668
1005,-0.19375
1006,0.5
1007,-0.1328703703703704
1008,-0.06666666666666668
1009,0.0
1010,0.016666666666666666
1011,0.0
1012,0.06185064935064938
1013,-0.09999999999999992
1014,0.8
1015,0.0
1016,0.0
1017,0.0
1018,-0.07123015873015873
1019,0.0
1020,0.033846153846153845
1021,0.78125
1022,-0.06666666666666668
1023,0.2
1024,0.0
1025,-0.2285714285714285
1026,0.2
1027,0.05170454545454545
1028,0.5
1029,0.01117424242424242
1030,0.65
1031,0.0
1032,0.0
1033,0.325
1034,0.25
1035,0.24545454545454545
1036,0.7
1037,0.8
1038,0.0
1039,0.625
1040,0.06818181818181818
1041,-0.1711111111111111
1042,0.06481481481481481
1043,0.06818181818181818
1044,0.0
1045,0.0
1046,0.0
1047,0.25
1048,0.1
1049,0.203125
1050,-0.1
1051,0.8
1052,0.21041666666666667
1053,-0.05
1054,0.0
1055,0.1
1056,-0.3
1057,0.6
1058,0.13636363636363635
1059,0.0
1060,0.2
1061,0.5
1062,0.0
1063,-0.17291666666666666
1064,0.22291666666666665
1065,0.08
1066,0.15
1067,0.5553125
1068,-0.0059343434343434405
1069,0.3666666666666667
1070,0.0
1071,0.125
1072,0.13636363636363635
1073,0.1
1074,-0.25
1075,0.19166666666666668
1076,0.19814814814814816
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.2625
1084,0.0
1085,-0.025
1086,0.0
1087,0.0
1088,-0.22777777777777775
1089,-0.05185185185185186
1090,-0.05
1091,-0.06666666666666668
1092,-0.1
1093,-0.05
1094,-0.06666666666666668
1095,-0.06666666666666668
1096,-0.06666666666666668
1097,0.05000000000000002
1098,0.05000000000000002
1099,0.05000000000000002
1100,-0.06666666666666668
1101,-0.06666666666666668
1102,-0.06666666666666668
1103,-0.06666666666666668
1104,0.13541666666666666
1105,0.13125
1106,-0.06666666666666668
1107,-0.06666666666666668
1108,-0.1
1109,-0.06666666666666668
1110,-0.06666666666666668
1111,-0.06666666666666668
1112,-0.1
1113,-0.06666666666666668
1114,-0.06666666666666668
1115,0.19166666666666668
1116,-0.06666666666666668
1117,0.5
1118,-0.06666666666666668
1119,-0.1
1120,-0.0124999999999999
1121,-0.06666666666666668
1122,0.5
1123,-0.06666666666666668
1124,-0.06666666666666668
1125,-0.06666666666666668
1126,0.0
1127,0.08032407407407406
1128,-0.08499999999999999
1129,0.0
1130,0.0
1131,0.0
1132,-0.1555555555555556
1133,0.2571428571428572
1134,0.25
1135,0.13636363636363635
1136,0.0
1137,0.17045454545454544
1138,0.0
1139,0.0
1140,-0.125
1141,0.51
1142,0.0
1143,-0.1
1144,0.13636363636363635
1145,0.0
1146,0.5
1147,0.4666666666666667
1148,-0.2
1149,0.0
1150,0.5
1151,-0.290625
1152,0.625
1153,0.0
1154,0.13636363636363635
1155,0.3
1156,0.05
1157,-0.04166666666666666
1158,-0.06666666666666668
1159,0.0
1160,-0.06666666666666668
1161,-0.06666666666666668
1162,0.13636363636363635
1163,0.4
1164,0.5
1165,-0.06666666666666668
1166,0.14166666666666666
1167,0.0
1168,0.0
1169,-0.2
1170,0.775
1171,0.0
1172,0.0
1173,0.0
1174,0.16818181818181818
1175,0.0
1176,0.4583333333333333
1177,0.0
1178,-0.4416666666666666
1179,0.2
1180,0.0
1181,0.0
1182,0.4
1183,0.0
1184,0.0
1185,0.11083333333333334
1186,-0.125
1187,0.0
1188,-0.4124999999999999
1189,0.08499999999999999
1190,-0.135
1191,0.1
1192,0.13636363636363635
1193,0.0
1194,0.0
1195,0.5
1196,0.26666666666666666
1197,0.6089285714285715
1198,0.575
1199,0.09666666666666668
1200,0.3
1201,0.625
1202,0.0
1203,0.7
1204,0.09375
1205,0.5
1206,0.25
1207,0.0
1208,0.0
1209,-0.4
1210,0.5
1211,-0.15690476190476196
1212,-0.06666666666666668
1213,-0.1
1214,-0.06666666666666668
1215,0.25
1216,-0.06666666666666668
1217,0.0
1218,0.1
1219,-0.4000000000000001
1220,-0.06666666666666668
1221,0.5
1222,0.6333333333333333
1223,-0.05
1224,-0.06666666666666668
1225,0.13636363636363635
1226,0.5
1227,-0.06666666666666668
1228,-0.06666666666666668
1229,-0.012499999999999995
1230,0.0
1231,0.5
1232,-0.06666666666666668
1233,0.0
1234,0.0
1235,-0.06666666666666668
1236,-0.4
1237,-0.06666666666666668
1238,0.0
1239,-0.1
1240,-0.06666666666666668
1241,0.0
1242,-0.06666666666666668
1243,-0.06666666666666668
1244,-0.1
1245,0.0
1246,0.25
1247,0.25
1248,-0.25
1249,0.0
1250,-0.06666666666666668
1251,-0.06666666666666668
1252,0.2763888888888889
1253,-0.06666666666666668
1254,-0.06666666666666668
1255,0.0
1256,0.0
1257,-0.1
1258,-0.06666666666666668
1259,-0.06666666666666668
1260,-0.06666666666666668
1261,-0.06666666666666668
1262,0.15
1263,0.075
1264,0.1
1265,0.0
1266,0.0
1267,0.2777777777777777
1268,-0.06666666666666668
1269,0.16903409090909088
1270,-0.08
1271,0.13636363636363635
1272,0.0
1273,0.4991815476190476
1274,0.43125
1275,0.0
1276,0.48
1277,0.0
1278,0.125
1279,0.0
1280,0.0
1281,0.225
1282,-0.38125
1283,0.5
1284,0.26
1285,0.0
1286,0.5
1287,0.6328125
1288,0.5
1289,0.0
1290,0.125
1291,0.0
1292,0.0
1293,0.0
1294,0.3586309523809524
1295,0.0
1296,0.0
1297,0.0
1298,0.2857142857142857
1299,0.0
1300,0.0
1301,-0.03833333333333334
1302,0.8
1303,0.0
1304,0.20833333333333331
1305,-0.1499999999999999
1306,0.1839285714285714
1307,0.0
1308,-0.1
1309,0.0
1310,0.17857142857142855
1311,0.2685606060606061
1312,0.0
1313,-0.5166666666666667
1314,-0.7
1315,0.5
1316,0.0
1317,-0.08333333333333333
1318,0.4438920454545454
1319,0.0
1320,0.35
1321,0.0
1322,0.0
1323,0.07909090909090907
1324,0.25
1325,0.5027777777777778
1326,0.0
1327,0.25
1328,0.015000000000000003
1329,0.125
1330,0.625
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.1
1340,0.1958333333333333
1341,0.125
1342,0.5
1343,-0.2
1344,0.5
1345,0.0
1346,0.6000000000000001
1347,0.0
1348,-0.6
1349,0.44318181818181823
1350,-0.16666666666666666
1351,0.0
1352,0.3181818181818182
1353,0.016666666666666663
1354,0.1
1355,-0.038461538461538464
1356,0.128125
1357,0.097412109375
1358,0.03333333333333333
1359,0.0
1360,0.428125
1361,0.2333333333333333
1362,0.0
1363,0.05
1364,-0.08257575757575758
1365,0.35
1366,0.5
1367,0.425
1368,0.0
1369,0.11666666666666667
1370,0.3
1371,-0.15
1372,0.42777777777777776
1373,0.4508928571428572
1374,0.3125
1375,0.06666666666666668
1376,0.35714285714285715
1377,0.0
1378,0.31875000000000003
1379,0.08333333333333333
1380,0.4583333333333333
1381,0.2
1382,-0.07499999999999997
1383,0.1981060606060606
1384,0.1981060606060606
1385,0.027083333333333348
1386,-0.16666666666666666
1387,0.0
1388,-0.15625
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.26666666666666666
1394,0.0
1395,-0.07976190476190477
1396,0.0
1397,0.35
1398,0.16666666666666666
1399,-0.006250000000000006
1400,-0.05
1401,0.2090909090909091
1402,0.3333333333333333
1403,-0.6999999999999998
1404,0.06666666666666668
1405,0.0
1406,-0.1
1407,0.5
1408,0.5
1409,0.0
1410,0.2897619047619047
1411,0.0
1412,0.13636363636363635
1413,0.1
1414,0.0
1415,0.06818181818181818
1416,0.23472222222222225
1417,0.0
1418,0.1787037037037037
1419,0.0
1420,-0.2857142857142857
1421,0.2
1422,0.03585858585858584
1423,0.625
1424,0.0
1425,0.0
1426,0.0
1427,0.2833333333333333
1428,0.0
1429,0.1
1430,0.0
1431,0.09523809523809523
1432,0.2
1433,0.0
1434,0.28750000000000003
1435,-0.225
1436,-0.05
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.1
1442,-0.7999999999999999
1443,0.08181818181818185
1444,0.0
1445,0.2760416666666667
1446,0.0
1447,0.33611111111111114
1448,0.30000000000000004
1449,0.25
1450,-0.125
1451,0.625
1452,0.4787878787878788
1453,-0.5
1454,0.85
1455,0.425
1456,0.06818181818181818
1457,0.35714285714285715
1458,0.0
1459,-0.2
1460,0.0
1461,0.0
1462,-0.075
1463,-0.16666666666666666
1464,-0.16666666666666666
1465,0.1
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.1
1473,0.0
1474,0.003125000000000003
1475,0.05
1476,0.13636363636363635
1477,0.13636363636363635
1478,0.18666666666666665
1479,0.0
1480,0.0
1481,0.25
1482,0.13636363636363635
1483,0.75
1484,0.575
1485,0.05000000000000002
1486,0.0
1487,0.0
1488,0.0
1489,0.05000000000000002
1490,-0.02840909090909091
1491,0.0
1492,0.0
1493,-0.05
1494,0.13333333333333336
1495,0.07045454545454545
1496,-0.24375
1497,0.0
1498,0.0
1499,0.0
1500,0.13636363636363635
1501,0.4
1502,0.0
1503,0.27810946377840906
1504,0.5
1505,0.0
1506,-0.05
1507,-0.425
1508,0.0
1509,-0.20000000000000004
1510,0.13636363636363635
1511,0.021666666666666657
1512,0.0
1513,0.5
1514,0.4333333333333333
1515,1.0
1516,0.21212121212121213
1517,0.020202020202020204
1518,0.25
1519,0.3242424242424242
1520,0.35
1521,0.5
1522,0.2833333333333333
1523,0.125
1524,-0.3
1525,0.4
1526,0.0
1527,0.5416666666666666
1528,0.005681818181818178
1529,0.20000000000000004
1530,0.13636363636363635
1531,-0.04223090277777776
1532,0.25
1533,0.0
1534,0.031818181818181815
1535,-0.047777777777777794
1536,0.1
1537,0.5
1538,-0.5
1539,0.0
1540,0.3
1541,0.0
1542,-0.0625
1543,-0.2552380952380953
1544,0.5
1545,0.13636363636363635
1546,0.0
1547,0.0
1548,0.1
1549,0.0
1550,0.3
1551,0.3
1552,0.0
1553,0.3333333333333333
1554,0.13333333333333333
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.08333333333333334
1561,0.30000000000000004
1562,-0.6
1563,-1.0
1564,0.4833333333333333
1565,0.0
1566,0.20880952380952386
1567,0.0
1568,0.2333333333333333
1569,0.055000000000000014
1570,0.13636363636363635
1571,0.4583333333333334
1572,0.13272727272727275
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.2583333333333333
1578,0.13272727272727275
1579,0.290625
1580,0.35
1581,0.21388888888888888
1582,0.0
1583,0.05833333333333333
1584,0.6
1585,1.0
1586,0.0
1587,0.4
1588,0.2671875
1589,0.0
1590,0.25
1591,0.0
1592,0.0
1593,0.09675925925925924
1594,-0.17291666666666666
1595,0.0
1596,0.4287878787878787
