|['street signs, corona, queens, ny and rego park, queens, ny #streetsigns #coronaqueensnyc #regoparkqueensnyc #coronaqueens #corona #queens #regoparkqueens #regopark #queens #nyc #nofilter #unedited #canon77d… https://t.co/j5md6xt0tf']|
|['ahhh robin, such a wise man... miss you 💫 #robinwilliams 💫 #quarantine #corona #2020 #toiletpaper @ walnut creek, california https://t.co/dcxknuq3ua']|
|['link in the bio for full eps.: \r\nhttps://t.co/mlffmxt0my \r\nsubscribe, like, share, comment \r\n#podcast\r\n#zmbsqd \r\n#zombieapocalypse\r\n@glennericnelson\r\n@glennericnelson\r\n#comics \r\n#quarantine \r\n#nvrdun\r\n#isolation \r\n#corona… https://t.co/pavdgd4scx']|
|['thanks to both our sisters who are on the front lines of all of this!  stay save while you are out there saving lives! #covi̇d19 #corona #nurse #thankful #stayhome #flattenthecurve #theclubmomteam @ loveland, ohio https://t.co/x3nxwnmzrg']|
|["tuesday twinsanity i see double deaspool on the loose. we're taking over cons like there's no tomorrow. howcome we're didn't infected the corona virus. oh, wait i can't die. we both got a healing factor and wear… https://t.co/7wthilhotg"]|
|['❤️community over corona, support local business, elko county strong ❤️\r\n•\r\nwe are all in this together! when you support a local business...you are supporting a family, a friend, a community! businesses new and… https://t.co/tbylliypyd']|
|['corona at-home workout\r\nday 34\r\nwednesday, 4/15/3020\r\n\r\nevery 5 minutes for times:\r\n4 rounds\r\n400 meter run\r\n30 air squats\r\n\r\n#strongertogether #athomeworkout #coronavirus #crossfit #dallas #fitness #exercise #health #diet… https://t.co/g41gy6hwqp']|
|['power thought of the day: go with the flow, prioritize, do your best and most importantly enjoy the little things. #powerthoughtoftheday #tap #class #flow #doyourbest #stayhome #staysafe #stayhealthy #corona… https://t.co/zuyzpmfkoe']|
|['my thoughts exactly😛🙏#lifecantwait #future #bettertomorrow #corona #covid #nyc #mylife #followme #hopeful #wishes #ny @ manhattan, new york https://t.co/aierersyxx']|
|['mr. galo’s private hiphop lesson is looking great with her dance!!!🤩🤩🤯 i mean just check out those moves!!!🤪🤪 #hiphop #hiphopdance #hip #hop #lesson #private #moves #stayhome #staysafe #stayhealthy #corona #virus… https://t.co/wegbjbsvsd']|
