,tweet,location,Unnamed: 0,Province_State,Confirmed
0,"Great effort tonight Roo! Right where she left off pre COVID.  Girl was happy to be back out.
#blackopsbmx
#oakcreekbmx @ Oak Creek Bmx https://t.co/KGkRnrcZ8t",California,5,California,167086
1,New arrivals Baker/ thank you/grizzly they're going fast come check it out restocking the store in a daily basis the pandemic is now skateboarding it is going viral. @ The garage boardshop https://t.co/yFpi2sVKEZ,California,5,California,167086
2,"Stone Notorious P.O.G.
Lotta riding this week. I believe that a beer is in appropriate.
#stone  #beer @ Corona, California https://t.co/9en9oTxD4t",California,5,California,167086
3,"Got a #COVID19 test at #CityCollege Student Health Services. Was only a few minutes in and out, with a deep swab in between. #selfie #COVID19test @ City College of San Francisco Student Health Services https://t.co/4s303cckXV",California,5,California,167086
4,"My Cool CoWorker Erica #Vivid19 #brianfan #covid19 @ Santa Monica, California https://t.co/E2PLxPWhOB",California,5,California,167086
5,"Take A Selfie With Chi And Vote For Chi via Link In Bio #friends from #HongKong Please Vote For Me #VoicesThatGive #talentcontest 
https://t.co/Au0ICEJMDo
 #Vivid19 #brianfan #covid19 @ Santa Monica, California https://t.co/9blwyBgjrd",California,5,California,167086
6,"There you go, getting my hopes up....  https://t.co/sIOVZvUJFu",California,5,California,167086
7,Steps to Take When Handling Closures and Layoffs During the COVID-19 Pandemic -   https://t.co/4LxHKIaK1U,California,5,California,167086
8,"""In the middle of the night, in my dreams / You should see the things we do, baby"" -Taylor Swift, ...Ready For It
~
Living in fantasyland in my own head these days. Coronavirus has me itching for more. @ Stoney Point https://t.co/RCy5PANPJA",California,5,California,167086
9,"Big reason to celebrate today! #DACA #DefendDaca #NativeAmericans #covid19 @ Cudahy, California https://t.co/Acci0TFwXF",California,5,California,167086
10,"Sorry Trump but you can't have it your way, you're not a dictator as much as you want to be! #DefendDaca #DACA #NativeAmericans #covid19 #stimuluscheck #cudahyca #dc @ Cudahy, California https://t.co/HGE9DVA8Sv",California,5,California,167086
11,"#funny #hvaclife #corona #bored 
#filipino #mask @ Atwater, California https://t.co/R7oPIdy1bi",California,5,California,167086
12,Back in the studio - this time with social distancing! #voiceover #sanfrancisco @ Disher Sound https://t.co/vnIreylsC7,California,5,California,167086
13,"Pandemic traveling (@ San Francisco International Airport - @flysfo in San Francisco, CA) https://t.co/CGi7TgwaKH",California,5,California,167086
14,Getting my injection for the first time since lockdown began. #catholic #christian #faithful #drbryson #cancer #cancersucks @49ers #ninerfaithful #ninerempire #injection #depression #sad @ Bryson Cancer Care https://t.co/CeK6Z2i3KM,California,5,California,167086
15,Keep going... #hopelessness #cryinginside #crying #keepgoing #depressionawareness #isolationlife #covid19 #shelterinplace #pandemic2020 @ NOPA District https://t.co/xm3nwv2ilT,California,5,California,167086
16,"I'm in the fixed operations round table this morning. How are you growing yourself for the service industry today? @ Corona, California https://t.co/y3pjvktQAO",California,5,California,167086
17,Throwback Thursday: What Can We Learn From the 1918 Flu Epidemic? #health #pandemic #flu #History #video #live  https://t.co/OsowbIQ1Uc,California,5,California,167086
18,#pandemic #stimuluspackage #GIFTCARDS from each #major #USA #retailer for every #American #customer. #obey @ Hollywood https://t.co/Yzzf43dv3k,California,5,California,167086
19,The #pier39 #socialdistancing #sealions - in prep for resumption of tour boat services the marina has stenciled sea lions every six feet around the docks that load passengers. #covid19 #tourism @ PIER 39 https://t.co/4ytoEJRpAt,California,5,California,167086
20,@gabbagallery @drawntothis #artist #art #entertainment #gabbagallery #gallery #online #artparty #arts #virtual #artopening #laartists #laarts #laart #covid19 #coronavirus @ Los Angeles/Hollywood California https://t.co/mIYHLRboVu,California,5,California,167086
21,"seanobrien314 brought home flowers from work, last week. They turned black on the ends. So cool. #goth #gothroses #blackandred @ Fullerton, California https://t.co/kBVYb163KL",California,5,California,167086
22,"FREE webinar to learn about resources and assistance for #COVID-19 recovery for #restaurants. 

https://t.co/FRbOsSb3o4 

#Prideofthefoothillsstrong  @glendorachamber @GtownCityNews @socalgas https://t.co/ujFjLcT9sC",California,5,California,167086
23,"Everybody wants Mom's attention when she comes home from work. #dadwho? @ Oceanside, California https://t.co/fmpBSqn1i2",California,5,California,167086
24,Tables with first coat of tung oil. It took @rsinvin 4 days to build 6 bar height tables for new social distancing tastings when the winery opens this weekend. @ Robert Sinskey Vineyards https://t.co/m6oDWmWNZt,California,5,California,167086
25,Corona CA Thu Jun 18th PM Forecast: TONIGHT Patchy Fog Lo 56 FRIDAY Patchy Fog Hi 85,California,5,California,167086
26,Food Donation to Alameda County Fire Station 6.  COVID-19 is real. Please stay safe @ Golden Safari Restaurant https://t.co/Z3dJ4P1s0B,California,5,California,167086
27,"#coronavirus #corona #blacklivesmatter @ Los Angeles, California https://t.co/3RvFKkZTMC",California,5,California,167086
28,"Dumb asf.... #coronavirus #corona #blacklivesmatter #blm #georgefloyd #justice #justiceforgeorgefloyd #obama #billgates #neworder msnbc cnn @cnnpolitics barackobama @brandontjackson @ Los Angeles, California https://t.co/NhDcrs9APg",California,5,California,167086
