tweet,location
The Washington Post: Trump asked if disinfectants could be injected to kill coronavirus inside the body. Doctors answered: ‘People will die.’ - The Washington Post: Trump asked if disinfectants could be injected to kill coronavirus inside the body. Doctors answered: (1/2),Pennsylvania
"‘People will die.’.
https://t.co/8YGR2Uimk7 (2/2)",Pennsylvania
"UK Begins Coronavirus Vaccine Trial, First Patient Injected

The first human trial in UK of a coronavirus vaccine has begun in Oxford and the first patient has been injected.

Out of more than 800 people recruited… https://t.co/fhMgbcmIgu",Maryland
"Ramadan Mubarak to the Muslim brothers and sisters during COVID-19 struggles. Fasting in solidarity with my Muslim family abdus_icyj  carnellwilloughby alsoknownas.saabir . The author, @khaledbeydoun uses the term… https://t.co/zi0CoKaPer",Ohio
#Entertainment #Television #SocialMedia 'Brooklyn Nine-Nine' showrunner Dan Goor on feel-good TV and a post-coronavirus Season 8 https://t.co/FVK4chDLNQ https://t.co/wDfafIFRZu,Florida
"Yeah! #Nantucket
STAY HOME SAFE LIVES
Coronavirus in Massachusetts
https://t.co/jtiR9tErE8
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #ct #newyorkcity #newyork #nyc #ack… https://t.co/KZDjlIcl14",Massachusetts
#BillGates #StephenColbert #TheLateShowWithStephenColbert Bill Gates breaks down which coronavirus treatments he's most hopeful about https://t.co/VPrOuBheY3 https://t.co/JaL3Mz6nCo,Florida
#Art #Coronavirus #SocialGood Uplifting illustrations promote hope during the coronavirus pandemic https://t.co/BKD5XdSsqM https://t.co/zJg16RBCx2,Florida
"Good Morning. During the current Coronavirus (COVID-19) outbreak, the Township of Ocean Historical Museum will be closed.  We are currently closed through Friday, May 1, 2020.  Please continue to check with us to see if that date has changed. https://t.co/EhhAXnxucc https://t.co/TjGRz8Kx3O",New Jersey
"COVID-19 is threatening to overwhelm our health care system with infected patients. By waiving cost-sharing for telehealth services and expanding telemedicine programs, health insurance providers are facilitating care for the many Americans who are at home and need care. https://t.co/xks1ZYQBG8",Mississippi
"The City
Digital mixed media art
.
Limited edition 1/10
100% of the profit of sales will be donated to the COVID-19 Emergency Relief Fund
.
.
.
.
.
.
#nyc #manhattan #skyline #night #magnumphotos #intercollective… https://t.co/gx0fBRy19j",New York
"Friends: my gentle, generous and all around amazing husband, who’s really not sure about dogs but knows his kids and wife are hook line and sinker whenever they see Golden Doodles, made the ultimate coronavirus… https://t.co/XgEwOmeXsl",Ohio
"All I can say is WOW! We r resilient! We do adapt! We do survive! We adjust!! This to will pass! ☀️#normaythedietdiva #covid_19 #coronavirus #thankful #gratefulthankfulblessed @ Indian Harbour Beach, Florida https://t.co/dZhhGZH1K3",Florida
Corona NY Fri Apr 24th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,New York
"As Montana prepares to reopen, state lacks local COVID-19 testing data https://t.co/Ecxsdcu78h",Montana
"Look at Dr. Birx body language as Trump suggests we inject Coronavirus patients with Lysol and/or other disinfectants to kill the virus. #MAGA #silenceisdeadly @ Davie, Florida https://t.co/OL8ke4Em3n",Florida
And the big companies still trying to be on top shame on @homedepot for denying #covid19 waivers for commercial clients. Not sure how that's helping @ The Home Depot https://t.co/5HEzM2mtF8,Pennsylvania
"I feel better already
.
.
.
#uvlight #uvlights #uvlightsanitizer #imnotadoctorbutiplayoneontv #thisisnotmedicaladvice #covid19 #stayhome #staysafe #turnoffyourtv @ New York, New York https://t.co/VkyrWGbvrR",New York
"Facts!! #coronavirus #realestateagent #realsimple #reallife #lifestyle #liveyourbestlife @ Atlanta, Georgia https://t.co/LZ94ab5lAe",Georgia
"See you today from NOON thru 6pm for no contact will calls!! Sales floor still closed for COVID19. 
New regular hours 
M-F Noon-6pm 
for no contact will call online and phone in orders only. 
Make an appointment for… https://t.co/VESMmXHR8p",Florida
"In the words of every televangeslist... ""Be Gone Demon!""

#COVID19 #Coronavirus 
#DukeEllingtonIII @ Acumen Studio https://t.co/qT4C8IbKPP",Missouri
"FRIDAY FEELS! 🥰 Here is just one of the thousands of patients leaving the hospital after being removed from the ventilator and completely recovering from Covid-19! 👌🏼🙏🏼🙏🏼🙌🏼🙌🏼💙💙 @ Laguna Beach, California https://t.co/XgThlxGb9P",California
"Taking all the precautions in this Covid 19, pandemic, we donated to Military families and community: for Easter Goodies bags with patriotic boiled eggs, candy, and staffed animals, I make… https://t.co/bTnx7AHHit",New Mexico
"“There are an infinity of angles at which one falls, only one at which one stands.” ⁠
#GKChesterton⁠ in “The Paradoxes of Christianity,” Orthodoxy
.
Hence our need for #Confession - even during #COVID19 #coronavirus… https://t.co/vKEKLL4v1S",Pennsylvania
"My city is dope 💪💪💪 from @hiphopdetroit Let’s level up!!! It’s the start to the weekend!!! Good morning, Detroit!!! 🤪😋😛😝😜  - #Detroit #313 #nurse #nurses #covid19 #covi̇d_19 #quarantineandchill #doctors… https://t.co/w16Dz5wvnb",Michigan
"IS 💈 CLOSED until further notice !!! To all essential workers may God grant you protection from the coronavirus ,AMEEN 
While in quarantine making the best of this horrible situation the World is facing. REAL BARBERS… https://t.co/A3t9KkycdE",Pennsylvania
Happy Friday!!! And happy podcast day! 🎉 I am thrilled to have Dr. Patricia Dixon drpatriciadixon joining me to chat about #covid19 #pandemic and the state of our homes and new normal. She shares some incredible… https://t.co/Nutyjxd0na,Texas
"Homemade #facemasks, I learned via #youtube. Can't breathe with #pullup mask. Used #velcro to secure ends. #mattresspad mask is lighter but still can I breathe lol? #coronavirus #covid19. I have a mini sewing… https://t.co/Eab4beQRsA",Texas
"Channeling my inner Aunt Jemima with @yogawithadriene and Benji 🐶🧘🏼‍♂️🌞
.  .  .
#amyoga #wakeup #stretch #am #yoga #yogi #instagram #yogisofinstagram #va #dmv #arlington #workout #quarantine #covid19 #stayathome… https://t.co/zvMSlRj6wY",Virginia
"*$349 billion COVID-19 Small Business Program Short-changes Businesses of Color. Launched on April 3 to provide payroll, utilities, rent and more for eligible applicants screened by the U.S. Small Business… https://t.co/EiQutwUwHH",Texas
"The countdown has begun. We’re hoping to be able to get you glowing again on May 1st. Happy Friday😊. #instadaily  #friday 💕💕
.
.
.
.
.
.
.
.
#crueltyfree #mystinitans @mystinitans #covid… https://t.co/lLyn8xPvPn",Texas
"These have been my friends in my corona kitchen. Thought I’d share. @ Parkchester, Bronx https://t.co/wqinC9tOpT",New York
"New podcast: Faith-based colleges face coronavirus crisis (and hard identity questions, too)  https://t.co/ZZRY3WrAD6",Maryland
"New podcast: Faith-based colleges face coronavirus crisis (and hard identity questions, too)  https://t.co/yLxNxss9Lb",Maryland
The Finland Grand Prix at Kymiring posponed: The Finnish government has recommended that events for more than 500 people not be held before August due to a coronavirus pandemic https://t.co/DVd32ZIvOZ https://t.co/38VaSu8VUv,New York
My Life in the Time of Covid 19  https://t.co/Br1nQrj7On,New York
"The current risk of contracting COVID-19 in jail has created circumstance in which poverty can lead to a death sentence for someone who hasn't even been convicted of a crime. 

Continuing to detain individuals in… https://t.co/fkvppQtyr1",Texas
"My Wife The Bank Robber.       #covid19 #disguise #mask #hat #fashionista #fujifilm_xseries @ Boston, Massachusetts https://t.co/DAb7OYI5Gl",Massachusetts
"HUGE shoutout to trump for this tip. I feel better already!  🙏🏾 

#coronavirus #covid_19 #lysol #fabuloso #disinfectant #ivdrip #iamhealed @ Hudson, Ohio https://t.co/1CrfBZOQtl",Ohio
"These #Protesters are dying to get their #HairAndNails done. 

#Quarantine
#QuarantineMemes
#CoronaVirus
#CoronaVirusMemes
#Covid_19
#Covid_19Memes @ Whiskey HQ https://t.co/VHXibAkBHN",New York
"New information for those looking to, and needing to, get tested for #coronavirus/#COVID_19 @ Willowbrook, Illinois https://t.co/3wb48i5w5o",Illinois
Just... 🙄 #detol #disinfectant #trumpadvice #trumpmemes #covid_19 #coronavirus #thinkbeforeyouspeak @ The White House https://t.co/74swRWTxEi,District of Columbia
"CORONAVIRUSSS 🧼🤧😷.

Check out @pastryplugg to stay #PluggedIn during this Quarantine.

#pastryplugg #icedsugarcookies #quarantine #quarantinelife #coronavirus #facemask #washyourhands @ Austin, Texas https://t.co/Hd57BYmL5r",Texas
"Please meet our newest COVID foster, Tigress (Tig for short). She’s super snuggly, curious as a kitten, and wants to be held, cuddled and loved!!! See anticrueltysociety if you’re looking for the perfect partner;)… https://t.co/CB3rUstqGx",Illinois
"Emerging Skin Manifestation of COVID-19.
.
#Repost drrachelpritzker with make_repost
・・・
PSA not meant to scare. Not all rashes you may get these days are COVID (more than likely not related even if it looks like… https://t.co/ZBc6WHNIoX",Illinois
"Small gestures of joy spark grand plans for perseverance.

The stress of facing the stress of a family member  with #COVID19 can be constipating enough as it is. Get it becomes that much more frightening when you… https://t.co/10PtdFciaG",Massachusetts
The maker of lysol had to issue a statement disputing y’all’s crazy #President @realdonaldtrump claims that injecting it would cure #coronavirus #covid_19 #covid19 #dontinjectlysol. Even the dumbest person on the… https://t.co/RA4DHxrRy7,District of Columbia
Corona CA Fri Apr 24th AM Forecast: TODAY Mostly Sunny Hi 95 TONIGHT Mostly Clear Lo 64,California
"So happy to be a part of this organization!! Impressed by their relentless mission to tackle homelessness in Colorado. In the face of #Coronavirus Bridge House is pressing forward.  

Protecting employees and clients… https://t.co/FrWWoPcCZV",Colorado
At one point this year or last @twitter banned me for a few days for telling @senatemajldr to drink a certain cleaning product that the president* recommended everyone drink to combat Covid-19 yesterday.,Washington
8 CLEVER TRICKS FOR  STORING YOUR CORONAVIRUS SUPPLIES  https://t.co/7EDQRelNwr,Florida
New York City Walkabout…Support for President Donald Trump seen on the streets of New York as the country debates his capacity as a leader during the corona virus crisis. #covid #coronavirus @descrottes… https://t.co/3mKNSFZnV8,New York
"We are blessed to have so many helping hands. Picked up some masks from Brissamax &amp; staff. Thank you! #countyourblessings #safetyfirst #coronavirus #masks #firstresponders @ Saint Thomas, US Virgin Islands https://t.co/AxgirL0Ix6",
"What our team members are watching during COVID-19.  What are you watching? 

#Charlotte #CLT #NC #NorthCarolina #Local #PointOfSale #POS #Software #Support #SmallBusiness #pandemic #COVID19 #Quarantineandchill… https://t.co/txPUz0Yg9x",North Carolina
"Shifty Dad Caps 🧢 
~coming in black &amp; blue
👀👀👀
.
.
.
.
.
.
.
.
.
.
.
#shiftmotion #shifty #shiftyourmindset #athleisure #athleticwear #viral #entrepreneur #athletics #covid19 #socialdistancing #dadcaps #black #blue… https://t.co/yXDPR3IlcK",Pennsylvania
"So this is the new #normal  #covid19 #brooklyn #newyorkcity #saykoolmaye #imahashtagbetch @ Brooklyn, New York https://t.co/9m1OBI0iLD",New York
"Daily Executive Briefing: Coronavirus – April 24, 2020   https://t.co/aYHLT44PrL",New York
"😆😆😆 #survivingcoronavirus #survivingcovid19 #survival #quarantine #quarantinelife #corona #covid_19  #2020 @49ers @ Walnut Creek, California https://t.co/wxghHRdlc1",California
"#ThisOldHippieHouse Angelica on Brass detail while Kent preps Windows for for stain

#2HippiesRenovations #Covid19 #SelfIsolation #SocialDistancing #InthistogetherOhio @ Youngstown, Ohio https://t.co/j3PJc8XSTm",Ohio
"This brought a huge smile to my face...Elvis impersonator performs outside for a seniors facility here in Plymouth.
#covid19 
#together 
#kindness
#thereisgood @ Plymouth, Minnesota https://t.co/3F3OUx9bq2",Minnesota
General Covid-19 comment. Come get your cookies 😷😂 #stillopen #wearestillhere #runningoutofwhittycaptions #decoratedshortbread #decoratedcookies #handsanitizer #aprildistancebringsmayexistence #seeyousoon @ Colleen's https://t.co/DEfJFfu0qN,Missouri
"Our branch #RSP at @navyfederal made care packages for the staff members working the COVID-19 floors at adventhealth. This morning we delivered them! They included pocket sized hand sanitizer, candy, gum, granola… https://t.co/nBeRorShGQ",Florida
"Please Don’t Ingest Or Inject Clorox Or Other Disinfectants To Try To Treat Or Prevent COVID-19 Infection! #TrumpNeedsToShutUp #NaturalFuckingSelection #covid19cansuckit 🦠😷🤮🤯 @ Gahanna, Ohio https://t.co/ja7bCudVPG",Ohio
"In these challenging times, we are all navigating through uncertainty for ourselves, our loved ones and our community. We hope you are staying healthy and safe.
Happy Friday 😀

#safety #safetyfirst #security #covid… https://t.co/PCB0zc4CEV",Illinois
DC has never been this damn quiet!  COVID-19 is for real!  Continue to stay home people...it’s the only way we’ll get through this!  #TheDistrict #StaySafe #ProtectedByTheBlood #MaskedUp @ Washington D.C. https://t.co/aCim3axuWC,District of Columbia
Today is #FeatureFriday and we’re bringing you the great Jenny Torgerson! Jenny plays the #Multitasker on Covid Baking Competition. She was on the board of Conundrum back when she lived here in #LA. Her first show… https://t.co/7IcvQ8fu8L,California
I’m helping to fight #COVID19 – 10404 people are estimated to have COVID symptoms in Santa Clara County today. Please help by taking 1 min daily to report how you feel 🙏. You also get an estimate of COVID in your area. Download the app https://t.co/jATHBfL4q7,California
Doing the little we can through this difficult time... 💉  #DonateBlood #Covid19 #IDidntPassOut @ Ochsner Medical Center https://t.co/kBhxXCYLuK,Louisiana
"#WeAreLivingAMovie #2020Quarantine #Covid19  #Quarantiene2020 #Quarantine #2inz #2inzent #Gamers #Gaming #Brand #Entrepreneur #Producer #AudioEngineer #Instrumentals #Beats #NYC #LES #Instrumentals @ New York, New York https://t.co/mn4yhCAxvI",New York
"Don’t Push Da Button!!!  She’s treacherous. Follow me on @tiktok_us @ jbiii
.
.
.
.
.

#Imdead #Dead #tiktok #follow #jbiii #pushdabutton #strangerthings #followme #quarantine #covid19 #coronavirus #single #love… https://t.co/5dd68IH9zt",Florida
#covid #psa I made with @_illuminatives buffalo_nickel_creative to help stop the spread of #CoronaVirus in our communities. Lots of people helped out with this. This is the short version. The long version link is in… https://t.co/WyKwjYRVyu,Oklahoma
"Just imagine Nigerian President Buhari or any other African leader suggesting irradiating people's bodies with UV light or injecting them with bleach or alcohol to deal with #coronavirus?

How would #CNN #CNNAfrica… https://t.co/c2Ya9jVK2D",Maryland
"COVID-19 update 
To work ??? @ 179th St Subway Station (F Line) https://t.co/Znvw8PP4lB",New York
"Crazy to think this was the #nfldraft here in #nashville last year! Ugh I can't wait to get back to normal!! 
#quarantinelife #pandemic #coronavirus #covid_19 #nfl #draft #socialdistancing @ Nashville, Tennessee https://t.co/1tBVBOIoEs",Tennessee
"Day 40 of the Coronavirus Quarantine.

A page from the book 'Alice in Tumblr-Land &amp; Other Fairy Tales for a New Generation'

The Ugly Duckling

Stay safe, stay sane, and stay inside. 
💖☮ @… https://t.co/TCzyv1brPY",California
"Health is Wealth 
#Stealth #Health #Wealth #Eat #Trap #Lurking #Brooklyn #Nyc #Art #ArtAddict #Hiphop #Corona #Virus #K #DavesHouseOfThrill #Culture #YRN #Beets #Watermelon #Cherry #Tropical #Punch #Cayenne #Ginger… https://t.co/KvmlQ2a6X1",New York
"Trump Said this is his new idea on Fighting the Coronavirus Pandemic. I got da Motzz! Get em while they Hot!!! #coronavirusmemes😂😂😂 #trumpcoronavirusspeech joie1208 @ Manhattan, New York https://t.co/lxuFRNUSWs",New York
"Bout to do a knock-n-run at Ma-Dukes crib! ❤️❤️ Fellas, TAKE CARE OF YA MOMS!! Covid-19 ain’t no joke!! One Love! #coronavirus #tellemblancosentya #lovemom #covid_19 #madukes #quarantine #socialdistancing @ North… https://t.co/l0OZdcSALV",Virginia
"rdhs corona season menu
swipe to see the 🍻 🍷 🍹 
phones live at 3:30
:
in this time of craze we strive to share the happy ways of rdhs daze whilst gaze across paved praise...
:
;
:
;
:
;
:
;
:
;
;
#eddiesroadhouse… https://t.co/Q89shaZxwM",New York
How these last few weeks have felt as a #Realtor trying to decipher the do’s and don’t in our “only essential if under contract” world.  #realtorlife #realestate #covid19 #stayathome #wereallinthistogether… https://t.co/6cBctLfI9O,Colorado
"If we gotta wear masks, at least make them ""you"". #masks #covid19 #coronavirus @ Butte, Montana https://t.co/EA73yTpiYi",Montana
"hEbony covid-19 engraved twist pen @ Oak Bluffs, Massachusetts https://t.co/cSovKxSXaG",Massachusetts
"Several public and private entities have set up drive-thru COVID-19 testing sites, so people can be tested for the disease without having to enter a clinic https://t.co/3LcjgzhOxu #atx #austin #all512",Texas
"ONE SOLD - ONE DONATED ARE YOU WEARING YOUR @polatteu Designer Covid-19 Mask? Our #masa Make America Safe Again Masks are truly fabulous!
https://t.co/7jN16X0dVY
2020 NOMINEE 
Gown and Out in Beverly Hills as Best Digital… https://t.co/fvqkj5fvIc",California
"Flexin so Covid culinary skills the past few weeks. Smoked turkey, Hickory smoked brisket w/ some mild apple undertones, steak fajitas with press peppers and Acevedo, and today’s lunch was ranch dusted chicken over… https://t.co/7EFLZL5k40",Pennsylvania
"#bandanastyle #facemask #coronavirus #wegotyoucovered @BensService @ Ben's Shell Service Center &amp; Towing, Orange CT https://t.co/aFoH6kql4h",Connecticut
So thankful to be working with such a strong and supportive brokerage 🤩. Our in-house counsel just filled me in on the latest and greatest on buying and selling a home during the COVID-19 epidemic so #letsdothis… https://t.co/kJdH4aiREH,Florida
"🔐Drumroll.....Rec Tec drumsticks for the win!  #rectecgrills #recteclifestyle #rectecbull #eatmorechicken #covid19 @ Eatonton, Georgia https://t.co/HwDiY3hSWZ",Georgia
1 second after Covid Supreme Bogo drop https://t.co/1iua9KrkDG,Florida
"Received some home made masks from nhigaga and I am so happy with them! So cute and comfortable 😍

If you are looking some masks, give her a shout

#covid19 
#whata2020
#masks 
#homemade @ Massachusetts https://t.co/zEAv7FlfvC",Massachusetts
"My wife made these simple fajitas yesterday. 😋😘

#COVID-19 #CORONAVIRUSBLUES @ Ahuimanu, Hawaii https://t.co/G2xUBv8zNI",Hawaii
"Corona vibes, literally. https://t.co/LiJJVDqqBg",South Carolina
"Showings, contracts, and closings are up this week! 

Listings are down a bit, but 'low inventory' has been a problem since before Covid-19. 

Help us solve that problem and send this to someone you know who's… https://t.co/RwhCiWqHbt",Ohio
267/270 days of movement. 3200+ steps kickboxing this morning with @anjagarcia @dailyburn!! #thisis51 #db365 #30daysofmovement #sweatyselfie #PAUSElifeNYC #coronavirusnyc #covid19 #functionalfitness #stayhome… https://t.co/ZKi4wtXHRO,New York
"We've heard ingesting beer can kill corona virus on contact. Might be worth looking into?  We recommend trying it.
.
#drinklocal #friyay
@BavBierhaus 
@thirdspacebrews 
@EagleParkBeer 
@raisedgrain 
@exploriumbrew… https://t.co/MJJ1uipVGe",Wisconsin
Don't let Centerfield being closed due to COVID-19 keep you from training...Current Mexican Professional Baseball player &amp; Rookie of the Year for the Naranjeros de Hermosillo Alex Robles is offering video hitting… https://t.co/vmL3H07aMh,Arizona
"Since too many of you who were sent to work from home due to Covid-19 we decided to raffle off a 20x8x8 Shipping Container Office to a lucky winner. Just click on the link for more details. Good luck &amp; ""Think Inside… https://t.co/MAvMwfWSbG",Florida
New #CPHPhilly COVID-19 Update! Head over to https://t.co/qeLIu8Eb8u to read it now! @ Companion Pet Hospital https://t.co/sSwTTirlPv,Pennsylvania
A little “Pick Me Up” Pick U Up”! HAVING FUN #alonetogether #alone #athome #coronavirus #togetherapart #stayhomestaystrong #dance #nfls1stafricanamericanfemalecoach #nfl #nflalumni #aintnostoppingusnow… https://t.co/46Y66tfQQF,New York
"Usually the church's parking lot is full at 2:00 on a Friday afternoon with cars from the mosque across the street but for the last 5 weeks thanks to the ""stay at home"" order. #covid19 #stayathome @ Church of Christ… https://t.co/qXYIPDrAOI",Virginia
"We end our #vacation program with #Mindfulness. Ms. Zayda Vallejo. We learned about #trust, #generosity and #kindness. We feel so #peaceful. #Montessori #elementary #MiddleSchool #Worcester #practice #TogetherInThis #COVID19 #SchoolClosure https://t.co/9dh8M8WPfW",Massachusetts
"See you tonight! Fri 4/24 @ 7:30p EST on FB LIVE at https://t.co/0kT9T13Q7Y 
A portion of any donations will go to @musicares Coronavirus Relief Fund. See you there heart ❤️❤️❤️
.
.
.
.
#staysafe #stayhome… https://t.co/77prsoli0m",Pennsylvania
"Our new normal: waiting on the politicians to brief us. Sometimes newsworthy. Sometimes meh. But important to keep up with and share! govlaurakelly up next on @fox4kc &amp; https://t.co/yNMhA9xbTz 

#covid19 #workingforyou #ks #mo… https://t.co/SL69hW81Gn",Missouri
"#shawls #mothersdaygift CAB😍
-
-
-
Pick up this great shawl pattern in my online store in celebration of local yarn shop day for tomorrow which has been rescheduled to September 12th due to Covid 19! 
Enjoy… https://t.co/BkVjZmk0e1",Colorado
We had a blast with our church cheering on and feeding all of the health care professionals at our local hospital. #forChulaVista #ChulaVista #covid19 @ Sharp Chula Vista Medical Center https://t.co/cQpTX6EpNw,California
"⁣Another week, another chance to.... F that. Let’s face it, we’re all getting a little stir crazy. From the stress of covid to just plain boredom, we are all struggling right now. ⠀
⠀⠀⠀
I’ve done everything in my… https://t.co/AdLntyPfVs",Georgia
"Can you believe there’s no filter?
Beautiful sunset in New York 

#newyork #sunset #tramonto #viaggiosport #covid #staystrong @ New York, New York https://t.co/6Cb1Y7VdUM",New York
"Now taking pre-orders for the infamous Saint Corona prayer candle! 
Thanks to jellykrimpet 
For helping me rig this photoshoot
Design by outtahereman 
After this first run, we'll have a 2nd, more tropical… https://t.co/C5f9Xjafpk",California
"#coronavirus #testing 😅 @ Missouri City, Texas https://t.co/EV21Agu2An",Texas
"Our union brothers and sisters continue to rise to the occasion during the #COVID19 pandemic. Today, we showed another way we are #InThisTogether, not only with our union family, but with our @CathCharitiesBQ family… https://t.co/kMGBETWKh6",New York
"Our region confronts not only a public health crisis caused by COVID-19, but also an extreme economic crisis in its wake. The most vulnerable members of our community, many of whom already face health and economic… https://t.co/6B3naHqU59",Ohio
"90F and clear skies...☠️ Corona @ Spring, Texas https://t.co/3gvhhwghQH",Texas
"I can’t believe I have to say this, but please don’t drink bleach...Vice President Joe Biden

#joebiden #bleach #coronavirus #COVID19 #trump #maga @ New York, New York https://t.co/vMynmhNfxP",New York
Creatives Dealing With Post Covid-19  https://t.co/MgJ9PmjVQw,New York
"It’s strange seeing how empty the streets are!! I feel like I’m in the movie irobot.....does anyone else feel the same?
.
#quarantinelife #stayhome #deserted #coronavirus #newworld #adventure #irobot @ San Jose,… https://t.co/cv4XexfLQl",California
"This week I had a great time interviewing so many Latina leaders who continue to help in our communities even during COVID-19 pandemic. 
.
⏩Follow @latinaprofchatt to learn when the podcast will be launched.… https://t.co/wkkACWCLcX",Tennessee
Oklahoma COVID-19 - Is Oklahoma Opening TOO SOON? Join the FCG Group discussion for small business.  https://t.co/lgMlik9VII,Oklahoma
"If you’re like me, life hasn’t stopped, 🛑 but it’s definitely changed - especially for those within the hospitality field. And to assist 🤲 with displaced workers due to the COVID-19 pandemic, breweries worldwide have… https://t.co/7teSbUkO4M",Virginia
My 91 year old Great Aunt. You know what she’s doing during Coronavirus? Making masks by hand for her church to hand out. Truly INSPIRED by the resilience and grace of that generation. Still Going! And I am thankful… https://t.co/emMHu9U2yC,South Carolina
Hey #BatonRouge hit me up while I’m in town. I got all ur #CoronaVirus needs y’all president say will help  🤷🏾‍♂️😬🤦🏾‍♂️🤣KMSL........... @ Spanky's Daiquiri's - Sherwood https://t.co/9K9XW8c3nF,Louisiana
Going live for an hour tonight on instagram at 7:30 CST.  I’ll be accepting virtual tips through Venmo (davidborne) and donating 50% of them to the @musicares Covid-19 Relief Fund...come hang for my sanity and a good… https://t.co/nACzU9ppw1,California
"To all my #traveling buds, I'm listening to my anthem: @89burchka Nelson ""On the Road Again."" #music. #travel #travelwriter #covid19 #coronavirus #quarantined #superstar #singer #song @ Ormond Beach, Florida https://t.co/K5VxccAdJz",Florida
