2020-04-12,19895
2020-04-13,21019
2020-04-14,21628
2020-04-15,22511
2020-04-16,23343
2020-04-17,24759
2020-04-18,25492
2020-04-19,26314
2020-04-20,27059
2020-04-21,27869
2020-04-22,28309
2020-04-23,29648
2020-04-24,30533
2020-04-25,30839
2020-04-26,31532
2020-04-27,32138
2020-04-28,32848
2020-04-29,33193
2020-04-30,33690
2020-05-01,34728
2020-05-02,35463
2020-05-03,36078
2020-05-04,36897
2020-05-05,37439
2020-05-06,38002
2020-05-07,38828
2020-05-08,39199
2020-05-09,40001
2020-05-10,40596
2020-05-11,40982
2020-05-12,41923
2020-05-13,42402
2020-05-14,43210
2020-05-15,44138
2020-05-16,44811
2020-05-17,45588
2020-05-18,46442
2020-05-19,46944
2020-05-20,47471
2020-05-21,48675
2020-05-22,49451
2020-05-23,50127
2020-05-24,50867
2020-05-25,51746
2020-05-26,52255
2020-05-27,52634
2020-05-28,53285
2020-05-29,54497
2020-05-30,55424
2020-05-31,56163
2020-06-01,56830
2020-06-02,57447
2020-06-03,58764
2020-06-04,60183
2020-06-05,61488
2020-06-06,62758
2020-06-07,63938
2020-06-08,64904
2020-06-09,66000
2020-06-10,67371
2020-06-11,69069
2020-06-12,70971
2020-06-13,73552
2020-06-14,75568
2020-06-15,77326
2020-06-16,80109
2020-06-17,82719
2020-06-18,85926
2020-06-19,89748
2020-06-20,93797
2020-06-21,97291
2020-06-22,100217
2020-06-23,103503
2020-06-24,109014
2020-06-25,114018
2020-06-26,122960
2020-06-27,132545
2020-06-28,141075
2020-06-29,146341
2020-06-30,152434
2020-07-01,158997
2020-07-02,169106
2020-07-03,178594
2020-07-04,190052
2020-07-05,200111
2020-07-06,206447
2020-07-07,213794
2020-07-08,223783
2020-07-09,232718
2020-07-10,244151
2020-07-11,254511
2020-07-12,269811
2020-07-13,282435
